!!SBtab TableName='Reaction' TableType='Reaction' Document='Model' SBtabVersion='0.9'			
!ID	!ReactionFormula	!Name	!IsReversible
ENTCS	3 _23dhba_c_ + 3 seramp_c_ <=> 6 amp_c_ + enter_c_ + 9 h_c_	enterochelin synthase	False
ETOHt2rpp	etoh_p_ + h_p_ <=> etoh_c_ + h_c_	ethanol reversible transport via proton symport (periplasm)	True
ETOHtex	etoh_e_ <=> etoh_p_	ethanol transport via diffusion (extracellular to periplasm)	True
EX_ac_e_	ac_e_ <=> 	Acetate exchange	True
EX_acald_e_	acald_e_ <=> 	Acetaldehyde exchange	True
EX_acolipa_e_	acolipa_e_ <=> 	 4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A exchange	True
EX_anhgm_e_	anhgm_e_ <=> 	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid exchange	True
EX_arg_L_e_	arg_L_e_ <=> 	L-Arginine exchange	True
EX_ca2_e_	ca2_e_ <=> 	Calcium exchange	True
EX_cl_e_	cl_e_ <=> 	Chloride exchange	True
EX_co2_e_	co2_e_ <=> 	CO2 exchange	True
EX_cobalt2_e_	cobalt2_e_ <=> 	Co2+ exchange	True
EX_cu2_e_	cu2_e_ <=> 	Cu2+ exchange	True
EX_enter_e_	enter_e_ <=> 	Enterochelin exchange	True
EX_etoh_e_	etoh_e_ <=> 	Ethanol exchange	True
EX_fe2_e_	fe2_e_ <=> 	Fe2+ exchange	True
EX_fe3_e_	fe3_e_ <=> 	Fe3+ exchange	True
EX_for_e_	for_e_ <=> 	Formate exchange	True
EX_glc_e_	glc_D_e_ <=> 	D-Glucose exchange	True
EX_h2o_e_	h2o_e_ <=> 	H2O exchange	True
EX_h2s_e_	h2s_e_ <=> 	Hydrogen sulfide exchange	True
EX_idon_L_e_	idon_L_e_ <=> 	L-Idonate exchange	True
EX_k_e_	k_e_ <=> 	K+ exchange	True
EX_kdo2lipid4_e_	kdo2lipid4_e_ <=> 	KDO(2)-lipid IV(A) exchange	True
EX_mg2_e_	mg2_e_ <=> 	Mg exchange	True
EX_mn2_e_	mn2_e_ <=> 	Mn2+ exchange	True
EX_mobd_e_	mobd_e_ <=> 	Molybdate exchange	True
EX_nh4_e_	nh4_e_ <=> 	Ammonia exchange	True
EX_o2_e_	o2_e_ <=> 	O2 exchange	True
EX_pi_e_	pi_e_ <=> 	Phosphate exchange	True
EX_pro_L_e_	pro_L_e_ <=> 	L-Proline exchange	True
EX_pyr_e_	pyr_e_ <=> 	Pyruvate exchange	True
EX_so4_e_	so4_e_ <=> 	Sulfate exchange	True
EX_zn2_e_	zn2_e_ <=> 	Zinc exchange	True
Ec_biomass_iAF1260_core_59p81M	0.00 _10fthf_c_ + 0.00 _2ohph_c_ + 0.51 ala_L_c_ + 0.00 amet_c_ + 0.30 arg_L_c_ + 0.24 asn_L_c_ + 0.24 asp_L_c_ + 59.98 atp_c_ + 0.00 ca2_c_ + 0.00 cl_c_ + 0.00 coa_c_ + 0.00 cobalt2_c_ + 0.13 ctp_c_ + 0.00 cu2_c_ + 0.09 cys_L_c_ + 0.03 datp_c_ + 0.03 dctp_c_ + 0.03 dgtp_c_ + 0.03 dttp_c_ + 0.00 fad_c_ + 0.01 fe2_c_ + 0.01 fe3_c_ + 0.26 gln_L_c_ + 0.26 glu_L_c_ + 0.61 gly_c_ + 0.22 gtp_c_ + 54.46 h2o_c_ + 0.09 his_L_c_ + 0.29 ile_L_c_ + 0.18 k_c_ + 0.02 kdo2lipid4_e_ + 0.45 leu_L_c_ + 0.34 lys_L_c_ + 0.15 met_L_c_ + 0.01 mg2_c_ + 0.00 mlthf_c_ + 0.00 mn2_c_ + 0.00 mobd_c_ + 0.01 murein5px4p_p_ + 0.00 nad_c_ + 0.00 nadp_c_ + 0.01 nh4_c_ + 0.02 pe160_c_ + 0.04 pe160_p_ + 0.03 pe161_c_ + 0.05 pe161_p_ + 0.18 phe_L_c_ + 0.00 pheme_c_ + 0.22 pro_L_c_ + 0.00 pydx5p_c_ + 0.00 ribflv_c_ + 0.22 ser_L_c_ + 0.00 sheme_c_ + 0.00 so4_c_ + 0.00 thf_c_ + 0.00 thmpp_c_ + 0.25 thr_L_c_ + 0.06 trp_L_c_ + 0.14 tyr_L_c_ + 0.00 udcpdp_c_ + 0.14 utp_c_ + 0.42 val_L_c_ + 0.00 zn2_c_ <=> 59.81 adp_c_ + 59.81 h_c_ + 59.81 pi_c_ + 0.77 ppi_c_	E. coli biomass objective function (iAF1260) - core - with 59.81 GAM estimate	False
FACOAE60	h2o_c_ + hxcoa_c_ <=> coa_c_ + h_c_ + hxa_c_	fatty-acid-CoA thioesterase (hexanoate)	False
FACOAL120t2pp	atp_c_ + coa_c_ + ddca_p_ + h_p_ <=> amp_c_ + ddcacoa_c_ + h_c_ + ppi_c_	fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling)	False
FBA	fdp_c_ <=> dhap_c_ + g3p_c_	fructose-bisphosphate aldolase	True
FCLT	fe2_c_ + ppp9_c_ <=> 2 h_c_ + pheme_c_	Ferrochelatase	False
FE2tex	fe2_e_ <=> fe2_p_	iron (II) transport via diffusion (extracellular to periplasm)	True
FE2tpp	fe2_p_ <=> fe2_c_	iron (+2) transport in via permease (no H+)	False
FE3Ri	fadh2_c_ + 2 fe3_c_ <=> fad_c_ + 2 fe2_c_ + 2 h_c_	Fe(III) reduction	False
FE3abcpp	atp_c_ + fe3_p_ + h2o_c_ <=> adp_c_ + fe3_c_ + h_c_ + pi_c_	iron (III) transport via ABC system (periplasm to cytoplasm)	False
FE3tex	fe3_e_ <=> fe3_p_	iron (III) transport via diffusion (extracellular to periplasm)	True
FEENTERtex	enter_p_ + h_p_ <=> enter_e_ + h_c_	enterochelin transport (secretion periplasm)	False
FEENTERtpp	enter_c_ + h_p_ <=> enter_p_ + h_c_	enterochelin transport (secretion)	False
FLDR	fldox_c_ + h_c_ + nadph_c_ <=> fldrd_c_ + nadp_c_	flavodoxin reductase (NADPH)	False
FMNAT	atp_c_ + fmn_c_ + h_c_ <=> fad_c_ + ppi_c_	FMN adenylyltransferase	False
FORtex	for_e_ <=> for_p_	formate transport via diffusion (extracellular to periplasm)	True
FORtppi	for_c_ <=> for_p_	formate transport via diffusion (cytoplasm to periplasm)	False
FRD2	fum_c_ + mql8_c_ <=> mqn8_c_ + succ_c_	fumarate reductase	False
FUM	fum_c_ + h2o_c_ <=> mal_L_c_	fumarase	True
G1PACT	accoa_c_ + gam1p_c_ <=> acgam1p_c_ + coa_c_ + h_c_	glucosamine-1-phosphate N-acetyltransferase	False
G1PTT	dttp_c_ + g1p_c_ + h_c_ <=> dtdpglu_c_ + ppi_c_	glucose-1-phosphate thymidylyltransferase	False
G1SAT	glu1sa_c_ <=> _5aop_c_	glutamate-1-semialdehyde aminotransferase	True
G3PAT120	ddcaACP_c_ + glyc3p_c_ <=> _1ddecg3p_c_ + ACP_c_	glycerol-3-phosphate acyltransferase (C12:0)	False
G3PAT160	glyc3p_c_ + palmACP_c_ <=> _1hdecg3p_c_ + ACP_c_	glycerol-3-phosphate acyltransferase (C16:0)	False
G3PAT161	glyc3p_c_ + hdeACP_c_ <=> _1hdec9eg3p_c_ + ACP_c_	glycerol-3-phosphate acyltransferase (C16:1)	False
G3PD2	glyc3p_c_ + nadp_c_ <=> dhap_c_ + h_c_ + nadph_c_	glycerol-3-phosphate dehydrogenase (NADP)	True
G5SADs	glu5sa_c_ <=> _1pyr5c_c_ + h2o_c_ + h_c_	L-glutamate 5-semialdehyde dehydratase (spontaneous)	False
G5SD	glu5p_c_ + h_c_ + nadph_c_ <=> glu5sa_c_ + nadp_c_ + pi_c_	glutamate-5-semialdehyde dehydrogenase	False
G6PDH2r	g6p_c_ + nadp_c_ <=> _6pgl_c_ + h_c_ + nadph_c_	glucose 6-phosphate dehydrogenase	True
G6PP	g6p_c_ + h2o_c_ <=> glc_D_c_ + pi_c_	glucose-6-phosphate phosphatase	False
GALT1	gicolipa_c_ + udpg_c_ <=> gagicolipa_c_ + h_c_ + udp_c_	galactosyltransferase I (LPS core synthesis)	False
GALUi	g1p_c_ + h_c_ + utp_c_ <=> ppi_c_ + udpg_c_	UTP-glucose-1-phosphate uridylyltransferase (irreversible)	False
GAPD	g3p_c_ + nad_c_ + pi_c_ <=> _13dpg_c_ + h_c_ + nadh_c_	glyceraldehyde-3-phosphate dehydrogenase	True
GARFT	_10fthf_c_ + gar_c_ <=> fgam_c_ + h_c_ + thf_c_	phosphoribosylglycinamide formyltransferase	True
GART	atp_c_ + for_c_ + gar_c_ <=> adp_c_ + fgam_c_ + h_c_ + pi_c_	GAR transformylase-T	False
GCALDD	gcald_c_ + h2o_c_ + nad_c_ <=> glyclt_c_ + 2 h_c_ + nadh_c_	Glycolaldehyde dehydrogenase	False
GF6PTA	f6p_c_ + gln_L_c_ <=> gam6p_c_ + glu_L_c_	glutamine-fructose-6-phosphate transaminase	False
GHMT2r	ser_L_c_ + thf_c_ <=> gly_c_ + h2o_c_ + mlthf_c_	glycine hydroxymethyltransferase, reversible	True
GK1	atp_c_ + gmp_c_ <=> adp_c_ + gdp_c_	guanylate kinase (GMP:ATP)	True
GLCDpp	glc_D_p_ + h2o_p_ + q8_c_ <=> glcn_p_ + h_p_ + q8h2_c_	Glucose dehydrogenase (ubiquinone-8 as acceptor) (periplasm)	False
GLCNt2rpp	glcn_p_ + h_p_ <=> glcn_c_ + h_c_	D-gluconate transport via proton symport, reversible (periplasm)	True
GLCP	glycogen_c_ + pi_c_ <=> g1p_c_	glycogen phosphorylase	False
GLCS1	adpglc_c_ <=> adp_c_ + glycogen_c_ + h_c_	glycogen synthase (ADPGlc)	False
GLCTR1	icolipa_c_ + udpg_c_ <=> gicolipa_c_ + h_c_ + udp_c_	glucosyltransferase I (LPS core synthesis)	False
GLCTR2	gagicolipa_c_ + udpg_c_ <=> ggagicolipa_c_ + h_c_ + udp_c_	glucosyltransferase II (LPS core synthesis)	False
GLCTR3	ggagicolipa_c_ + udpg_c_ <=> gggagicolipa_c_ + h_c_ + udp_c_	glucosyltransferase III (LPS core synthesis)	False
GLCptspp	glc_D_p_ + pep_c_ <=> g6p_c_ + pyr_c_	D-glucose transport via PEP:Pyr PTS (periplasm)	False
GLCtexi	glc_D_e_ <=> glc_D_p_	D-glucose transport via diffusion (extracellular to periplasm) irreversible	False
GLGC	atp_c_ + g1p_c_ + h_c_ <=> adpglc_c_ + ppi_c_	glucose-1-phosphate adenylyltransferase	False
GLNS	atp_c_ + glu_L_c_ + nh4_c_ <=> adp_c_ + gln_L_c_ + h_c_ + pi_c_	glutamine synthetase	False
GLU5K	atp_c_ + glu_L_c_ <=> adp_c_ + glu5p_c_	glutamate 5-kinase	False
GLUDy	glu_L_c_ + h2o_c_ + nadp_c_ <=> akg_c_ + h_c_ + nadph_c_ + nh4_c_	glutamate dehydrogenase (NADP)	True
GLUPRT	gln_L_c_ + h2o_c_ + prpp_c_ <=> glu_L_c_ + ppi_c_ + pram_c_	glutamine phosphoribosyldiphosphate amidotransferase	False
GLUR	glu_D_c_ <=> glu_L_c_	glutamate racemase	True
GLUTRR	glutrna_c_ + h_c_ + nadph_c_ <=> glu1sa_c_ + nadp_c_ + trnaglu_c_	glutamyl-tRNA reductase	False
GLUTRS	atp_c_ + glu_L_c_ + trnaglu_c_ <=> amp_c_ + glutrna_c_ + ppi_c_	Glutamyl-tRNA synthetase	False
GLYAT	accoa_c_ + gly_c_ <=> _2aobut_c_ + coa_c_	glycine C-acetyltransferase	True
GLYC3Pabcpp	atp_c_ + glyc3p_p_ + h2o_c_ <=> adp_c_ + glyc3p_c_ + h_c_ + pi_c_	sn-Glycerol 3-phosphate transport via ABC system (periplasm)	False
GLYCTO2	glyclt_c_ + q8_c_ <=> glx_c_ + q8h2_c_	Glycolate oxidase	False
GMHEPAT	atp_c_ + gmhep1p_c_ + h_c_ <=> adphep_DD_c_ + ppi_c_	D-glycero-D-manno-hepose 1-phosphate adenyltransferase	False
GMHEPK	atp_c_ + gmhep7p_c_ <=> adp_c_ + gmhep17bp_c_ + h_c_	D-glycero-D-manno-heptose 7-phosphate kinase	False
GMHEPPA	gmhep17bp_c_ + h2o_c_ <=> gmhep1p_c_ + pi_c_	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase	False
GMPS2	atp_c_ + gln_L_c_ + h2o_c_ + xmp_c_ <=> amp_c_ + glu_L_c_ + gmp_c_ + 2 h_c_ + ppi_c_	GMP synthase	False
GND	_6pgc_c_ + nadp_c_ <=> co2_c_ + nadph_c_ + ru5p_D_c_	phosphogluconate dehydrogenase	False
GRTT	grdp_c_ + ipdp_c_ <=> frdp_c_ + ppi_c_	geranyltranstransferase	False
GRXR	grxox_c_ + 2 gthrd_c_ <=> grxrd_c_ + gthox_c_	glutaredoxin reductase	False
GSNK	atp_c_ + gsn_c_ <=> adp_c_ + gmp_c_ + h_c_	guanosine kinase	False
GTHOr	gthox_c_ + h_c_ + nadph_c_ <=> 2 gthrd_c_ + nadp_c_	glutathione oxidoreductase	True
GTPCI	gtp_c_ + h2o_c_ <=> ahdt_c_ + for_c_ + h_c_	GTP cyclohydrolase I	False
GTPCII2	gtp_c_ + 3 h2o_c_ <=> _25drapp_c_ + for_c_ + 2 h_c_ + ppi_c_	GTP cyclohydrolase II (25drapp)	False
H2Otex	h2o_e_ <=> h2o_p_	H2O transport via diffusion (extracellular to periplasm)	True
H2Otpp	h2o_p_ <=> h2o_c_	H2O transport via diffusion (periplasm)	True
H2St1pp	h2s_c_ <=> h2s_p_	h2s transport (periplasm)	False
H2Stex	h2s_e_ <=> h2s_p_	h2s transport via diffusion (extracellular to periplasm)	True
HACD1i	_3hbcoa_c_ + nad_c_ <=> aacoa_c_ + h_c_ + nadh_c_	 3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA)	False
HACD2i	_3hhcoa_c_ + nad_c_ <=> _3ohcoa_c_ + h_c_ + nadh_c_	 3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA)	False
HACD3i	_3hocoa_c_ + nad_c_ <=> _3oocoa_c_ + h_c_ + nadh_c_	 3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)	False
HACD4i	_3hdcoa_c_ + nad_c_ <=> _3odcoa_c_ + h_c_ + nadh_c_	 3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)	False
HACD5i	_3hddcoa_c_ + nad_c_ <=> _3oddcoa_c_ + h_c_ + nadh_c_	 3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA)	False
HBZOPT	_4hbz_c_ + octdp_c_ <=> _3ophb_c_ + ppi_c_	Hydroxybenzoate octaprenyltransferase	False
HCO3E	co2_c_ + h2o_c_ <=> h_c_ + hco3_c_	HCO3 equilibration reaction	True
HEPK1	atp_c_ + hhlipa_c_ <=> adp_c_ + h_c_ + phhlipa_c_	LPS heptose kinase I (LPS core synthesis)	False
HEPK2	atp_c_ + hphhlipa_c_ <=> adp_c_ + h_c_ + phphhlipa_c_	LPS heptose kinase II (LPS core synthesis)	False
HEPT1	adphep_LD_c_ + lipa_c_ <=> adp_c_ + h_c_ + hlipa_c_	heptosyltransferase I (LPS core synthesis)	False
HEPT2	adphep_LD_c_ + hlipa_c_ <=> adp_c_ + h_c_ + hhlipa_c_	heptosyltransferase II (LPS core synthesis)	False
HEPT3	adphep_LD_c_ + phhlipa_c_ <=> adp_c_ + h_c_ + hphhlipa_c_	heptosyltransferase III (LPS core synthesis)	False
HEPT4	adphep_LD_c_ + gggagicolipa_c_ <=> adp_c_ + colipa_c_ + h_c_	heptosyltransferase IV (LPS core synthesis)	False
HEX7	atp_c_ + fru_c_ <=> adp_c_ + f6p_c_ + h_c_	hexokinase (D-fructose:ATP)	False
HISTD	h2o_c_ + histd_c_ + 2 nad_c_ <=> 3 h_c_ + his_L_c_ + 2 nadh_c_	histidinol dehydrogenase	False
HISTP	h2o_c_ + hisp_c_ <=> histd_c_ + pi_c_	histidinol-phosphatase	False
HMBS	h2o_c_ + 4 ppbng_c_ <=> hmbil_c_ + 4 nh4_c_	hydroxymethylbilane synthase	False
HPPK2	_6hmhpt_c_ + atp_c_ <=> _6hmhptpp_c_ + amp_c_ + h_c_	 6-hydroxymethyl-dihydropterin pyrophosphokinase	False
HPYRI	hpyr_c_ <=> _2h3oppan_c_	hydroxypyruvate isomerase	True
HPYRRy	h_c_ + hpyr_c_ + nadph_c_ <=> glyc_R_c_ + nadp_c_	Hydroxypyruvate reductase (NADPH)	False
HSDy	hom_L_c_ + nadp_c_ <=> aspsa_c_ + h_c_ + nadph_c_	homoserine dehydrogenase (NADPH)	True
HSK	atp_c_ + hom_L_c_ <=> adp_c_ + h_c_ + phom_c_	homoserine kinase	False
HSST	hom_L_c_ + succoa_c_ <=> coa_c_ + suchms_c_	homoserine O-succinyltransferase	False
HSTPT	glu_L_c_ + imacp_c_ <=> akg_c_ + hisp_c_	histidinol-phosphate transaminase	False
HXCT	accoa_c_ + hxa_c_ <=> ac_c_ + hxcoa_c_	Acetyl-CoA:hexanoate-CoA transferase	False
ICDHyr	icit_c_ + nadp_c_ <=> akg_c_ + co2_c_ + nadph_c_	isocitrate dehydrogenase (NADP)	True
ICHORSi	chor_c_ <=> ichor_c_	Isochorismate Synthase	False
ICHORT	h2o_c_ + ichor_c_ <=> _23ddhb_c_ + pyr_c_	isochorismatase	False
IDOND	_5dglcn_c_ + h_c_ + nadh_c_ <=> idon_L_c_ + nad_c_	L-idonate 5-dehydrogenase	True
IDONt2rpp	h_p_ + idon_L_p_ <=> h_c_ + idon_L_c_	L-idonate transport via proton symport, reversible (periplasm)	True
IDONtex	idon_L_e_ <=> idon_L_p_	L-idonate transport via diffusion (extracellular to periplasm)	True
IG3PS	gln_L_c_ + prlp_c_ <=> aicar_c_ + eig3p_c_ + glu_L_c_ + h_c_	Imidazole-glycerol-3-phosphate synthase	False
IGPDH	eig3p_c_ <=> h2o_c_ + imacp_c_	imidazoleglycerol-phosphate dehydratase	False
IGPS	_2cpr5p_c_ + h_c_ <=> _3ig3p_c_ + co2_c_ + h2o_c_	indole-3-glycerol-phosphate synthase	False
ILETA	akg_c_ + ile_L_c_ <=> _3mop_c_ + glu_L_c_	isoleucine transaminase	True
IMPC	h2o_c_ + imp_c_ <=> fprica_c_	IMP cyclohydrolase	True
IMPD	h2o_c_ + imp_c_ + nad_c_ <=> h_c_ + nadh_c_ + xmp_c_	IMP dehydrogenase	False
IPDPS	h2mb4p_c_ + h_c_ + nadh_c_ <=> h2o_c_ + ipdp_c_ + nad_c_	 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp)	False
IPMD	_3c2hmp_c_ + nad_c_ <=> _3c4mop_c_ + h_c_ + nadh_c_	 3-isopropylmalate dehydrogenase	False
IPPMIa	_3c2hmp_c_ <=> _2ippm_c_ + h2o_c_	 3-isopropylmalate dehydratase	True
IPPMIb	_2ippm_c_ + h2o_c_ <=> _3c3hmp_c_	 2-isopropylmalate hydratase	True
IPPS	_3mob_c_ + accoa_c_ + h2o_c_ <=> _3c3hmp_c_ + coa_c_ + h_c_	 2-isopropylmalate synthase	False
K2L4Aabcpp	atp_c_ + h2o_c_ + kdo2lipid4_c_ <=> adp_c_ + h_c_ + kdo2lipid4_p_ + pi_c_	KDO(2)-lipid IV A transport via ABC system (periplasm)	False
K2L4Atex	kdo2lipid4_p_ <=> kdo2lipid4_e_	KDO(2)-lipid IV A transport via vector (periplasm to extracellular)	False
KARA1	_23dhmb_c_ + nadp_c_ <=> alac_S_c_ + h_c_ + nadph_c_	ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)	True
KARA2	_2ahbut_c_ + h_c_ + nadph_c_ <=> _23dhmp_c_ + nadp_c_	ketol-acid reductoisomerase (2-Acetolactate)	True
KAS15	accoa_c_ + h_c_ + malACP_c_ <=> actACP_c_ + co2_c_ + coa_c_	beta-ketoacyl-ACP synthase (2)	False
KAT2	_3ohcoa_c_ + coa_c_ <=> accoa_c_ + btcoa_c_	 3-ketoacyl-CoA thiolase	False
KAT3	_3oocoa_c_ + coa_c_ <=> accoa_c_ + hxcoa_c_	 3-ketoacyl-CoA thiolase	False
KAT4	_3odcoa_c_ + coa_c_ <=> accoa_c_ + occoa_c_	 3-ketoacyl-CoA thiolase	False
KAT5	_3oddcoa_c_ + coa_c_ <=> accoa_c_ + dcacoa_c_	 3-ketoacyl-CoA thiolase	False
KDOCT2	ctp_c_ + kdo_c_ <=> ckdo_c_ + ppi_c_	 3-deoxy-manno-octulosonate cytidylyltransferase	False
KDOPP	h2o_c_ + kdo8p_c_ <=> kdo_c_ + pi_c_	 3-deoxy-manno-octulosonate-8-phosphatase	False
KDOPS	ara5p_c_ + h2o_c_ + pep_c_ <=> kdo8p_c_ + pi_c_	 3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase	False
Kt2pp	h_p_ + k_p_ <=> h_c_ + k_c_	potassium transport in via proton symport (periplasm)	False
Ktex	k_e_ <=> k_p_	potassium transport via diffusion (extracellular to periplasm)	True
LA4NTpp	colipa_p_ + uLa4n_p_ <=> acolipa_p_ + udcpp_p_	 4-amino-4-deoxy-L-arabinotransferase (LPS lipid A modification, periplasmic face of membrane))	False
LDH_D	lac_D_c_ + nad_c_ <=> h_c_ + nadh_c_ + pyr_c_	D-lactate dehydrogenase	True
LDH_D2	lac_D_c_ + q8_c_ <=> pyr_c_ + q8h2_c_	D-lactate dehydrogenase	False
LEUTAi	_4mop_c_ + glu_L_c_ <=> akg_c_ + leu_L_c_	leucine transaminase (irreversible)	False
LPADSS	lipidX_c_ + u23ga_c_ <=> h_c_ + lipidAds_c_ + udp_c_	Lipid A disaccaride synthase	False
LPLIPAL1A120pp	_1ddecg3p_p_ + h2o_p_ <=> ddca_p_ + glyc3p_p_ + h_p_	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm)	False
MALS	accoa_c_ + glx_c_ + h2o_c_ <=> coa_c_ + h_c_ + mal_L_c_	malate synthase	False
MCITD	_2mcit_c_ <=> _2mcacn_c_ + h2o_c_	 2-methylcitrate dehydratase	False
MCITL2	micit_c_ <=> pyr_c_ + succ_c_	methylisocitrate lyase	True
MCITS	h2o_c_ + oaa_c_ + ppcoa_c_ <=> _2mcit_c_ + coa_c_ + h_c_	 2-methylcitrate synthase	False
MCOATA	ACP_c_ + malcoa_c_ <=> coa_c_ + malACP_c_	Malonyl-CoA-ACP transacylase	True
MCTP1App	murein5p5p_p_ <=> ala_D_p_ + murein5px4p_p_	murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	False
MDDCP3pp	h2o_p_ + murein5p5p_p_ <=> ala_D_p_ + murein5p4p_p_	murein D,D-carboxypeptidase (murein5p5p) (periplasm)	False
MDDCP4pp	h2o_p_ + murein5p4p_p_ <=> ala_D_p_ + murein4p4p_p_	murein D,D-carboxypeptidase (murein5p4p) (periplasm)	False
MDDCP5pp	h2o_p_ + murein5p3p_p_ <=> ala_D_p_ + murein4p3p_p_	murein D,D-carboxypeptidase (murein5p3p) (periplasm)	False
MDH	mal_L_c_ + nad_c_ <=> h_c_ + nadh_c_ + oaa_c_	malate dehydrogenase	True
MDH2	mal_L_c_ + q8_c_ <=> oaa_c_ + q8h2_c_	Malate dehydrogenase (ubiquinone 8 as acceptor)	False
MECDPDH2	_2mecdp_c_ + nadh_c_ <=> h2mb4p_c_ + h2o_c_ + nad_c_	 2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase	False
MECDPS	_2p4c2me_c_ <=> _2mecdp_c_ + cmp_c_	 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	False
MEPCT	_2me4p_c_ + ctp_c_ + h_c_ <=> _4c2me_c_ + ppi_c_	 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	False
METAT	atp_c_ + h2o_c_ + met_L_c_ <=> amet_c_ + pi_c_ + ppi_c_	methionine adenosyltransferase	False
METS	_5mthf_c_ + hcys_L_c_ <=> h_c_ + met_L_c_ + thf_c_	methionine synthase	False
MG2tex	mg2_e_ <=> mg2_p_	magnesium (Mg+2) transport via diffusion (extracellular to periplasm)	True
MG2tpp	mg2_p_ <=> mg2_c_	magnesium (+2) transport in via diffusion	False
MICITD	_2mcacn_c_ + h2o_c_ <=> micit_c_	 2-methylisocitrate dehydratase	False
MLDCP2App	h2o_p_ + murein5p5p_p_ <=> alaala_p_ + murein5p3p_p_	murein L,D-carboxypeptidase (murein5p5p) (periplasm)	False
MLTGY1pp	murein4p4p_p_ <=> 2 anhgm4p_p_	murein lytic transglycosylase (murein4p4p) (periplasm)	False
MLTGY2pp	murein4p3p_p_ <=> anhgm3p_p_ + anhgm4p_p_	murein lytic transglycosylase (murein4p3p) (periplasm)	False
MNt2pp	h_p_ + mn2_p_ <=> h_c_ + mn2_c_	manganese (Mn+2) transport in via proton symport (periplasm)	False
MNtex	mn2_e_ <=> mn2_p_	Manganese (Mn+2) transport via diffusion (extracellular to periplasm)	True
MOAT	ckdo_c_ + lipidA_c_ <=> cmp_c_ + h_c_ + kdolipid4_c_	 3-deoxy-D-manno-octulosonic acid transferase	False
MOAT2	ckdo_c_ + kdolipid4_c_ <=> cmp_c_ + h_c_ + kdo2lipid4_c_	 3-deoxy-D-manno-octulosonic acid transferase	False
MOAT3C	ckdo_c_ + phphhlipa_c_ <=> cmp_c_ + h_c_ + kphphhlipa_c_	 3-deoxy-D-manno-octulosonic acid transferase III (LPS core biosynthesis)	False
MOBDabcpp	atp_c_ + h2o_c_ + mobd_p_ <=> adp_c_ + h_c_ + mobd_c_ + pi_c_	molybdate transport via ABC system (periplasm)	False
MOBDtex	mobd_e_ <=> mobd_p_	molybdate transport via diffusion (extracellular to periplasm)	True
MOHMT	_3mob_c_ + h2o_c_ + mlthf_c_ <=> _2dhp_c_ + thf_c_	 3-methyl-2-oxobutanoate hydroxymethyltransferase	False
MPTG	2 uaagmda_c_ <=> 2 h_c_ + murein5p5p_p_ + 2 udcpdp_c_	murein polymerizing transglycosylase	False
MTHFC	h2o_c_ + methf_c_ <=> _10fthf_c_ + h_c_	methenyltetrahydrofolate cyclohydrolase	True
MTHFD	mlthf_c_ + nadp_c_ <=> methf_c_ + nadph_c_	methylenetetrahydrofolate dehydrogenase (NADP)	True
MTHFR2	2 h_c_ + mlthf_c_ + nadh_c_ <=> _5mthf_c_ + nad_c_	 5,10-methylenetetrahydrofolate reductase (NADH)	False
NADH10	h_c_ + mqn8_c_ + nadh_c_ <=> mql8_c_ + nad_c_	NADH dehydrogenase (menaquinone-8 & 0 protons)	False
NADH16pp	4 h_c_ + nadh_c_ + q8_c_ <=> 3 h_p_ + nad_c_ + q8h2_c_	NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)	False
NADK	atp_c_ + nad_c_ <=> adp_c_ + h_c_ + nadp_c_	NAD kinase	False
NADN	h2o_c_ + nad_c_ <=> adprib_c_ + h_c_ + ncam_c_	NAD nucleosidase	False
NADS1	atp_c_ + dnad_c_ + nh4_c_ <=> amp_c_ + h_c_ + nad_c_ + ppi_c_	NAD synthase (nh3)	False
NAMNPP	atp_c_ + h2o_c_ + nac_c_ + prpp_c_ <=> adp_c_ + nicrnt_c_ + pi_c_ + ppi_c_	nicotinic acid mononucleotide pyrophosphorylase	False
NDPK1	atp_c_ + gdp_c_ <=> adp_c_ + gtp_c_	nucleoside-diphosphate kinase (ATP:GDP)	True
NDPK2	atp_c_ + udp_c_ <=> adp_c_ + utp_c_	nucleoside-diphosphate kinase (ATP:UDP)	True
NDPK3	atp_c_ + cdp_c_ <=> adp_c_ + ctp_c_	nucleoside-diphosphate kinase (ATP:CDP)	True
